,propeller_1 rpm [1/min],propeller_1 shaft_power_in [kW],propeller_1 torque_in [N*m],motor_1 efficiency [-],motor_1 torque_out [N*m],motor_1 ac_current_rms_in [A],motor_1 ac_voltage_rms_in [V],inverter_1 modulation_index [-],inverter_1 efficiency [-],inverter_1 dc_current_in [A],inverter_1 diode_temperature [degK],inverter_1 IGBT_temperature [degK],dc_bus_1 dc_voltage [V],harness_1 dc_current [A],harness_1 cable_temperature [degK],dc_bus_2 dc_voltage [V],dc_dc_converter_1 efficiency [-],dc_dc_converter_1 duty_cycle [-],dc_dc_converter_1 dc_current_in [A],dc_dc_converter_1 dc_current_out [A],battery_pack_1 c_rate [1/h],battery_pack_1 state_of_charge [percent],battery_pack_1 open_circuit_voltage [V],battery_pack_1 internal_resistance [ohm],battery_pack_1 voltage_out [V]
47,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9889519541395428,0.5327396185655686,257.67290423296726,223.50534275114785,0.6464906434566432,72.59689756363909,3.78415888861027,0.004371917008939755,745.52616396106
48,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.988940496272765,0.5331436727415823,258.0945049721967,223.50534275114785,0.6475484222479275,71.69399840689437,3.7785200854428194,0.004396218061909843,744.3169608091736
49,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9889292531429142,0.5335392744419746,258.50800479387954,223.50534275114785,0.6485858761726415,70.78962193939762,3.7730016401789084,0.0044194226501591775,743.1348275888588
50,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9889182195840587,0.5339266576835136,258.91360513830983,223.50534275114785,0.649603510636139,69.88379654718204,3.7675996822536915,0.004441550126173159,741.9789502322244
51,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9889073899479314,0.5343060705365497,259.31152456980675,223.50534275114785,0.6506018740072437,68.9765499104237,3.762310180192124,0.0044626202354082775,740.8484796858677
52,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9888967580983058,0.5346777752504697,259.7019989625721,223.50534275114785,0.6515815580845573,68.06790894343797,3.7571289397571164,0.004482653106944226,739.7425315683221
53,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9888863174055722,0.5350420483770515,260.0852816803864,223.50534275114785,0.6525431985473107,67.15789973402485,3.7520516020803516,0.004501669243938954,738.6601858271024
54,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9888760607414677,0.5353991808928108,260.461643751742,223.50534275114785,0.6534874753947643,66.24654748218461,3.7470736417668955,0.004519689513920706,737.6004863932982
55,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9888659804739073,0.535749478321543,260.8313740421981,223.50534275114785,0.6544151133786413,65.33387643821962,3.7421903649637476,0.0045367351389522465,736.5624408314443
56,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.988856068461859,0.5360932608583464,261.19477942591135,223.50534275114785,0.655326882433489,64.41990984023249,3.737396907381864,0.0045528276857035475,735.5450199822568
57,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9888463160501997,0.5364308634965373,261.55218495847976,223.50534275114785,0.6562235981103388,63.50466985102294,3.7326882322602635,0.004567989055470153,734.5471575956155
58,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9888367140644828,0.5367626361589491,261.9039340534165,223.50534275114785,0.6571061220194704,62.588177494379046,3.728059128260095,0.004582241474175363,733.5677499510103
59,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9888272528055435,0.5370889438352191,262.25038866475006,223.50534275114785,0.6579753622885482,61.670452590750244,3.7235042072758104,0.004595607482395197,732.6056554625022
