,Design Power (kW),Design T41t (degK),Design OPR (-),Design altitude (ft),Design Mach (-),Limit OPR (-),Limit ITT (degK),Altitude (ft),Mach (-),Max Power OPR Limit (kW),Max Power ITT Limit (kW)
158,2379.149127237237,1421.052737964459,14.796345968338665,0.0,0.0,18.54903230747966,1273.15,12869.547185803685,0.5716022870354668,3188.883203385564,4287.5204345671855
159,854.8842334258271,1319.556924521085,7.130681926856512,0.0,0.0,9.039249817790502,1273.15,6296.897667798559,0.24821924673116275,1240.205172010161,1323.95014064689
160,1197.0384788229285,1056.831697011798,12.075157147255618,0.0,0.0,13.598690454779453,958.15,23412.356665677842,0.28462567400139427,768.2348258521071,3691.078758486698
161,2512.85380421595,1326.4395454253277,13.743266376946465,0.0,0.0,14.623520155726542,1273.15,24979.890700649765,0.3852938841240229,1217.9084918978056,4349.924642911966
162,2663.0560204005237,1358.824504504696,15.719108401206144,0.0,0.0,16.700183550162205,1273.15,27922.72143487624,0.49283367941726947,1248.8287047988395,4407.942176594804
163,706.5053207139975,1048.170909219577,7.0,0.0,0.0,8.069894458872557,958.15,28412.49828647451,0.16374357906441628,318.4686101327413,927.9945188470507
164,1673.5615971456587,1369.104623675777,12.232462655126595,0.0,0.0,14.964550363207012,1273.15,9010.739736878713,0.25144523997960244,1902.0273398236725,3009.814424731419
165,1764.855838240769,1411.4895384303913,13.031367521665585,0.0,0.0,13.512790911220922,1273.15,24786.96475994766,0.5415059166854945,967.6207199560201,2313.7823365872723
166,2119.089176524242,1324.6677726724815,13.559772160626467,0.0,0.0,14.014230791055041,1273.15,3139.144827076129,0.5078306416434007,2844.999122254997,5849.835040138332
167,671.5208718135958,1029.456687205486,7.0,0.0,0.0,7.083830003030992,958.15,29479.082767061413,0.1882752578202201,199.63042910525513,959.5759470695407
168,724.1832383837356,1015.8049335076777,7.0,0.0,0.0,8.183488965111794,958.15,34342.99263247087,0.3010584112214046,286.1244774384502,1021.3140886618002
169,2894.3733167133432,1301.557156695044,13.582122363863304,0.0,0.0,15.867166044107368,1273.15,18201.708499487864,0.17783293792368332,1994.4411455274048,6124.5086816364565
170,2616.500955592486,1396.7594168370028,19.16663640952151,0.0,0.0,22.636183935738167,1273.15,5625.414110344497,0.24522172581307716,3182.035546443213,6979.946655346422
171,1519.2931273526362,1393.0477544691348,14.83955497961798,0.0,0.0,18.69482921589905,1273.15,1216.1057864163129,0.413494696943151,2836.6438211435216,3492.3563885791536
172,1033.7078573981955,993.8012362049944,7.196865634538968,0.0,0.0,8.566641607467217,958.15,14609.022993684943,0.19426198143761264,1053.4616380766447,2535.8461690186264
173,1338.7235354908873,1284.3117601623596,7.210944279129796,0.0,0.0,7.810363417811519,1273.15,17669.317265084246,0.20425971544400984,834.6187675237348,1896.64967569808
