,Design Power (kW),Design T41t (degK),Design OPR (-),Design altitude (ft),Design Mach (-),Design Fuel Consumed (kg/h),Limit OPR (-),Limit ITT (degK),Altitude (ft),Mach (-),Max Power OPR Limit (kW),Max Power ITT Limit (kW)
64,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,15555.555555555557,0.4166666666666666,1081.820232391228,3042.695204951012
65,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,19444.444444444445,0.4166666666666666,903.397230360738,2823.932682013894
66,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,23333.33333333333,0.4166666666666666,750.615198119934,2604.63668678582
67,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,27222.22222222222,0.4166666666666666,620.4328860220404,2385.861720431388
68,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,31111.11111111111,0.4166666666666666,509.9898151947722,2168.567943494468
69,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,35000.0,0.4166666666666666,416.6884945970434,1953.6151400863328
70,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,0.0,0.4777777777777777,2314.7154123870987,4014.915567472377
71,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,3888.8888888888887,0.4777777777777777,1976.26367097683,3797.24252579981
72,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,7777.777777777777,0.4777777777777777,1677.3085407903202,3574.626599584167
73,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,11666.666666666666,0.4777777777777777,1415.4380797668218,3348.5956672451093
74,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,15555.555555555557,0.4777777777777777,1187.9660490454926,3120.43335618345
75,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,19444.444444444445,0.4777777777777777,991.8845942087517,2891.337633572315
76,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,23333.33333333333,0.4777777777777777,823.948391312618,2662.419180829726
77,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,27222.22222222222,0.4777777777777777,680.8766609314833,2434.698717260685
78,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,31111.11111111111,0.4777777777777777,559.541926854494,2209.102950105817
79,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,35000.0,0.4777777777777777,457.0830113554875,1986.4584989670968
80,1057.5694051644723,988.2925364421296,7.579224845116404,0.0,0.0,354.1218256639086,8.375651299408867,958.15,0.0,0.5388888888888889,2556.3882518571786,4160.567145388938
